"miRNA"	"X07a10aa5.fb68.4d78.b02c.f1456e297f4f.mirbase21.isoforms.quantification.txt"	"X182d6150.e189.4b73.b782.f7d7ccb2fcc8.mirbase21.isoforms.quantification.txt"	"X1fb66ad0.dc12.45de.83fd.709208db8dce.mirbase21.isoforms.quantification.txt"	"X2ab22567.023f.4e2b.80a5.00c7d58f4716.mirbase21.isoforms.quantification.txt"	"X2dfc2f5f.3400.4f0d.be2e.25f646d08958.mirbase21.isoforms.quantification.txt"	"X32100d21.e578.43a9.9e7e.0a59069fd6bf.mirbase21.isoforms.quantification.txt"	"X3829e826.bcd8.44b6.929a.ee890c94d6cd.mirbase21.isoforms.quantification.txt"	"X38d93245.1ccd.40b9.8fcf.5d5cb342b704.mirbase21.isoforms.quantification.txt"	"X40a39e83.23c6.4240.a1a0.ddf221f23103.mirbase21.isoforms.quantification.txt"	"X4348a153.a786.4cb2.8fec.918acf9f9254.mirbase21.isoforms.quantification.txt"	"X44ad6046.e17a.4655.bb58.3c778930e938.mirbase21.isoforms.quantification.txt"	"X4b31b50d.f2ba.4f7e.a49e.0331ea38674a.mirbase21.isoforms.quantification.txt"	"X4d9fe929.fb0d.4a9f.bd42.922fafef34bc.mirbase21.isoforms.quantification.txt"	"X54a07c50.39fc.486b.8098.c7add372def7.mirbase21.isoforms.quantification.txt"	"X64cf1660.e7e0.4eed.811f.4dae145134ce.mirbase21.isoforms.quantification.txt"	"X66b305e4.c0b4.40ba.a384.3f9eca90358c.mirbase21.isoforms.quantification.txt"	"X6ed4a3e1.7ef1.4174.af0f.45228711ac54.mirbase21.isoforms.quantification.txt"	"X768a3bc8.2d00.443b.8ad7.0a1b42ebc5bd.mirbase21.isoforms.quantification.txt"	"X7888df2c.7336.4256.a863.4a38cf4471c3.mirbase21.isoforms.quantification.txt"	"X78b783b1.c2eb.4b94.9765.b4b8bf3776e0.mirbase21.isoforms.quantification.txt"	"X7aaa0428.ac76.4e4d.96ce.18d131d88812.mirbase21.isoforms.quantification.txt"	"X7b27e34c.764e.4463.a7cc.7b451b70bf8e.mirbase21.isoforms.quantification.txt"	"X812d4342.28b2.4af5.b47e.7897475693bc.mirbase21.isoforms.quantification.txt"	"X88ef0233.d4f6.43ee.aa5f.2bb5089072d5.mirbase21.isoforms.quantification.txt"	"X8ca45577.302c.4993.880b.474a9163cf29.mirbase21.isoforms.quantification.txt"	"X8da3699a.be12.462f.b5e6.06d1b57bff4e.mirbase21.isoforms.quantification.txt"	"X91c07e4a.3521.4f9c.a1ad.ba8c677a7c98.mirbase21.isoforms.quantification.txt"	"X96002921.1f7a.4f47.a399.05e7f04b6b37.mirbase21.isoforms.quantification.txt"	"a4d3c98b.b149.456c.93c8.47d70479ee23.mirbase21.isoforms.quantification.txt"	"a745f847.1d36.4fca.ba69.8c33e91f7168.mirbase21.isoforms.quantification.txt"	"b086a8ee.57ae.47a2.8173.71df4f47b02f.mirbase21.isoforms.quantification.txt"	"b9316b2e.455d.4325.9661.94b05c789aa0.mirbase21.isoforms.quantification.txt"	"c0d51bdd.0b43.4c59.8ef1.7ea059883bf2.mirbase21.isoforms.quantification.txt"	"c8ec24f0.e0a0.4cc2.9f60.c27c32094390.mirbase21.isoforms.quantification.txt"	"ca17208e.35a3.4156.bca7.9e134d872bb8.mirbase21.isoforms.quantification.txt"	"caad916f.d439.4849.a3a5.e29dcd54cd43.mirbase21.isoforms.quantification.txt"	"cd35dff1.a712.4da6.a4e9.f49c09f4d6ed.mirbase21.isoforms.quantification.txt"	"df69dca7.80f1.40a2.b0f2.bdbf123acee6.mirbase21.isoforms.quantification.txt"	"e3950880.413b.4d62.a32a.779538e2ebc3.mirbase21.isoforms.quantification.txt"	"e3bb32f2.5cdd.4fc3.af9c.72cfe24f234d.mirbase21.isoforms.quantification.txt"	"e41e3b77.c931.4d03.bd39.7297965bfc95.mirbase21.isoforms.quantification.txt"	"e4d4d649.3cbb.450f.ae97.d34b21f43435.mirbase21.isoforms.quantification.txt"	"ea00711d.4423.4509.acd0.f3ec943711c1.mirbase21.isoforms.quantification.txt"	"f2809fd4.3e86.4ee2.ae5a.6a56256b95e7.mirbase21.isoforms.quantification.txt"	"fcc2dd9d.37b4.49fd.9d3b.202406b78b69.mirbase21.isoforms.quantification.txt"
"hsa-miR-5590-5p"	0	0	0	0.102806	0	0	0	0	0.151278	0	0	0	0	0.355026	0	0.160708	0	0	0	0	0	0	0	0	0.213581	0	0	0	0	0	0	0	0	0	0	0	0	0	0.537369	0	0	0.246769	0	0.311409	0
"hsa-miR-5591-3p"	0	0	0	0	0.613822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.246769	0.393202	0	0
"hsa-miR-561-3p"	0	0	0	0.308417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.442652	0.157346	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-miR-561-5p"	0.357832	0.203326	0.633446	3.084173	0.613822	0.127196	0.957911	1.558528	0.907669	1.19776	7.484368	2.034663	0.156576	0	0.332971	0.803541	0.270192	0.690005	2.302818	0.15515	1.853994	1.804228	1.293634	1.412144	0.640743	0.802922	2.552533	3.161508	0.694319	11.508945	4.24835	0.911578	0.145726	7.140984	0.165984	0	0	4.045063	0	0.818592	0	0.740308	3.145615	0	2.013822
"hsa-miR-564"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.145726	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-miR-5680"	0.178916	0	0	0	0	0	0	0	0	0.14972	0	0	0	0.355026	0	0	0	0	0.17714	0	0	0	0	0	0.213581	0.401461	0.319067	0.351279	0	0	0	0.075965	0.145726	0	0.165984	0	0	0.252816	0	0.272864	0	0.246769	0	0	0.251728
"hsa-miR-5682"	0	0	0	0.102806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.405115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-miR-5683"	0.357833	0.203326	0.95017	1.747696	0.306911	0.635982	0	1.454626	1.815339	3.443562	0.680398	0	2.035492	0.177513	7.325358	1.607083	1.891344	0.276002	2.302818	1.086047	0.823997	0.40094	0.77618	0	2.13581	8.029229	0.319067	2.458951	0.46288	0	0.629385	0.379824	1.020085	0.921418	0.331968	0	1.0035	0.505633	0	1.637184	0.581017	0.740308	0.786404	0.622818	2.26555
"hsa-miR-5684"	0	0	0	1.644891	0	0.127196	0.191582	0.415608	0	0.89832	1.360795	0	0.156576	0	0	0	0.540384	0.414003	0.17714	0.15515	0.617998	0.40094	0	0	0.427162	0	0.319067	0.702558	0.23144	0	0.314693	0.531755	0.291452	0.691063	0.82992	0.543864	0	1.011264	0.537369	0.272864	0	0	0	0	0.251728
"hsa-miR-5690"	0	1.01663	0.475085	0.102806	0.613822	0.254392	0	0.103902	0	0.14972	0	0	0	0.177513	0	0.160708	0	0	0	0.465449	0.411998	0.20047	0	0	0.640743	1.204384	0	0	0.23144	0.221326	0.314693	0	0.145726	0	0	0	0	0	0.537369	0.272864	0.290509	0.493538	2.752414	0	0
"hsa-miR-5691"	0	0.203326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-miR-5692c"	0.357832	0	0	0	0	0	0	0.103902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.311409	0
"hsa-miR-5693"	0	0	0	0.102806	0.306911	0	0	0	0	0	0	0	0	0	0	0	0.540384	0	0	0	0	0	0	0	0.213581	0	0	0	0	0	0	0	0	0	0	0	0.2007	0	0	0.272864	0.290509	0	0.786404	0	0
"hsa-miR-5695"	0	0.203326	0.158362	0.514029	0	0	0	0.103902	0.151278	0	0	0	0	0	0	0	0.810576	0.138001	0	0.15515	0.205999	0.20047	0	0	0	0	0	0.351279	0	0	0	0	0	0	0.165984	0	0	0.505633	0	0	0	0	1.96601	0.622818	0
"hsa-miR-5696"	0	0.203326	0	0.205612	0.306911	0	0	0	0	0.14972	0	0	0.156576	0.532539	0.332971	0	0	0	0	0	0	0	0.258727	0	0.640743	0	0	0	0.462879	0	0.157346	0	0	0	0	0	0	0	0	0	0	0	0	0	0.251728
"hsa-miR-5697"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.706072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.290509	0	0	0	0
"hsa-miR-5698"	0	0	0	0.102806	0	0.254392	0.383164	0	0.756391	1.04804	0	0.508666	0.156576	0.355026	0	0.160708	0.270192	0.276002	0	0.620599	0.205999	0.20047	0.517453	0	0	0.802923	0	1.756394	0	0.221326	0	0.075965	0	0.230354	0	0	1.204199	0.252816	0	0.272864	0.581018	0.246769	3.145615	0	1.006911
"hsa-miR-5699-3p"	0.357832	0.203326	0.158362	0.616835	1.227644	0.254392	0	0.103902	0.75639	0	1.020597	0.508666	0.469728	0	0.332971	0.160708	0	0.690005	0.35428	0	0.617998	0.60141	0.776181	0	0.213581	0	0.638134	1.405116	0	0.663978	0.314692	0.227895	0.145726	0	0.331968	0	0.2007	0.505632	0.537369	0.272864	1.162036	0.987076	0.393202	0	0.251728
"hsa-miR-5699-5p"	0.894582	0	0	0.616834	0.613822	0	0.191582	0.623411	0.453834	0	0.340199	1.017332	0	0.887566	0.998913	0.160708	0.540384	0.276002	0.708559	0.465449	0.205999	0.40094	1.034907	0	0.213581	0.401461	1.914401	0.702557	0	0.442652	0.944078	0.075965	0.874358	0.230354	0.165984	0.815796	0.6021	0	2.686846	0	0.871527	0.246769	0.393202	0	0
"hsa-miR-570-3p"	0	1.423282	0.475085	0.616835	2.148375	0.508785	0.383164	0.311706	0.605113	0	1.360795	0.254333	0.469729	0.177513	1.331884	0.803541	0.810576	0.276002	0.35428	0.3103	0.823997	1.804229	0.776181	1.412144	1.067905	0.401461	0.319067	2.45895	0.23144	0.885304	0.157346	0	1.165811	0.921417	0.331968	0.815796	0.8028	0.758449	0.537369	0	0	0.246769	0	1.245637	1.762094
"hsa-miR-570-5p"	0	0	0	0.205612	0	0	0	0	0	0	0	0.762999	0	0	0	0	0	0	0	0	0	0.40094	0	0	0	0	0	0	0	0	0	0	0	0	0	0.271932	0.2007	0	0	0.272864	0	0	0.393202	0	0
"hsa-miR-5700"	0	0	0.158362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-miR-5703"	0.178916	0	0	0.205611	0	0.127196	0.191582	0	0.453834	0.44916	0	0	0.939457	0	0.332971	0.160708	0	0	0.17714	0	0.617998	0	0.258727	0	0	0	0	1.756394	0	0	0	0	0.437179	0.230354	0.165984	0	0.2007	0.505632	0	0.818592	0	0.246769	0	0	0.251728
"hsa-miR-5704"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.271932	0	0	0	0	0	0	0	0	0
"hsa-miR-5706"	0	0.406652	0.158362	0.308417	0.306911	0.127196	0.574746	0.831215	0.151278	0.29944	0.340199	0.508666	0.156576	0.177513	0.332971	0.642833	0.540384	0.138001	0.35428	0.15515	0.205999	0	0	1.412144	1.067905	1.605846	0	0	0.46288	0.442652	0.472039	0.075965	0.145726	0	0.165984	0.271932	0.2007	0.505632	0.537369	0.545728	0.290509	0.493538	0.393202	0.622818	0.755184
"hsa-miR-5708"	0.178916	0.203326	0.158362	0.205612	0	0	0	0	0	0	0	0	0.469728	0.355026	0	0	0	0	0.53142	0.3103	0	0	0	0	0	0	0	0	0	0	0.157346	0.075965	0	0.230354	0	0.271932	0	0	3.224216	0.272864	1.162035	0	0	0	0
"hsa-miR-573"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.205999	0	0	0	0.427162	0	0	0	0.23144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-miR-574-3p"	55.821912	205.156024	69.837479	94.375673	317.652649	36.37815	80.081337	55.899182	61.267678	80.998561	108.863533	89.016508	81.263082	146.448412	78.248147	65.890392	145.363251	33.534189	87.861352	235.36209	107.119644	40.294434	87.449633	71.31328	76.889134	93.139062	91.253045	94.142675	84.706947	53.782183	45.001044	23.321207	33.808497	28.333578	109.549587	184.09786	181.231993	87.727304	228.381906	76.947635	212.652229	302.539082	245.75116	191.516652	80.552874
"hsa-miR-575"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.221326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-miR-576-5p"	4.651825	22.975848	10.293506	12.233883	31.611811	8.267762	6.513793	6.441914	14.976543	9.132924	11.906949	17.803301	6.889355	17.751322	14.317746	7.713997	27.829767	10.902062	9.211271	19.704012	5.97398	17.039934	14.229971	10.59108	21.144512	20.875996	14.038931	13.699867	9.951909	3.541215	7.395277	6.457011	3.934611	13.360548	5.145511	6.798296	24.284686	11.123922	20.957398	9.550239	19.46407	22.456	8.650442	26.781192	15.607119
"hsa-miR-577"	0.357833	1.219956	0.791808	0	0	1.01757	0.191582	1.558528	0.302556	4.042442	7.484367	17.294637	1.096034	1.065079	4.328621	0.803541	127.800777	0.138001	1.062839	0.775749	0	1.002349	0	12.709298	0.854324	13.248228	0.957201	8.07941	3.934474	7.746404	0.157346	1.063508	0	0	0	0	0	33.877402	0	0.272864	0.290509	0	0	0.934227	36.500522
"hsa-miR-578"	0	0	0	0	0	0	0	0	0	0	0.680397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.351279	0	0	0	0.075965	0	0	0.165984	0	0	0	0	0	0	0.246769	0	0	0
"hsa-miR-579-3p"	0	0	0	0.102806	0	0.254392	0	0.207804	0	0.14972	0	0.254333	0	0.177513	0	0.160708	0	0.276002	0	0	0.617998	0	0	0	0.640743	0	0	0	0	0.221326	0.157346	0.15193	0.291452	0	0	0.271932	0	0.252816	0	0	0	0	0.393202	0	0
"hsa-miR-579-5p"	0.178916	0.406652	0	0.308417	0.306911	0	0.574746	0.311706	0.605112	0	0	0.254333	0.78288	0.177513	0.665942	2.089207	0.270192	0.276002	1.06284	0.465449	0.617998	0.60141	0	1.412144	0	2.408767	0.638134	1.053837	0.69432	0.442652	0.629385	0.075965	0.437179	0	0.663936	0.271932	0.6021	0	1.074738	0	0.290509	1.480614	1.572808	0.934227	0.755183
"hsa-miR-580-3p"	0.357832	1.423282	0.633447	0.514029	0.613822	0.381589	0.191582	0.519509	1.210225	0.44916	1.020596	0.762999	0.156576	0.710053	0.998913	1.124958	0.540384	0.276002	0.531419	0.775749	0.205999	0	0.517454	0.706072	0.854324	0.401461	0.319067	2.107672	0	0.663978	0.314692	0.987543	0.437179	1.151771	0.165984	0.543864	1.806299	1.011265	1.074738	0.545728	0.290509	0.246769	3.145615	0.311409	1.006911
"hsa-miR-580-5p"	0.178916	0.203326	0.316723	0.411223	0.306911	0	0	0	0.302556	0	0	0	0.313153	0	0	0.482125	0	0.138001	0	0.15515	0	0	0.258727	0.706072	0.213581	0.802922	0	0	0.462879	0	0	0	0	0.230354	0	0.543864	0.2007	0	0	0.272864	0	0.246769	0.786404	0.311409	0.251728
"hsa-miR-581"	0	0.406652	0.316724	0.411223	0.613822	0.381588	0.383164	0.415608	0.605112	0	0.680398	0.508666	0	0	0.665942	0.321417	0.270192	0	0.35428	0.620599	0.205999	0.40094	0.258727	0.706072	0.427162	1.204383	1.914401	1.053836	0.23144	0	0.314692	0.15193	0	0.921417	0	0.271932	0.6021	0.505632	0	0.545728	0	0.493538	0	0.622818	0.755184
"hsa-miR-582-3p"	67.272561	274.083566	80.606069	23.43971	306.910773	148.565315	65.329512	44.573883	85.623471	56.444468	133.698028	157.940719	32.724439	190.471694	194.787941	81.961219	93.756592	21.11412	61.644658	110.311438	291.489034	49.916987	105.81923	142.62656	122.168292	181.460587	65.089584	493.897764	64.34025	20.361979	50.036126	36.38716	15.592713	25.79968	20.748027	29.368641	142.095516	70.788602	216.559784	76.674771	168.204428	218.390772	46.397818	176.257601	243.672447
"hsa-miR-582-5p"	5.725322	13.622847	6.492827	2.056116	22.097576	7.63178	5.747464	7.169227	5.446015	5.090482	7.824569	12.970976	3.131525	14.201057	12.985864	5.303374	10.267294	2.208012	3.365657	10.239881	15.243949	4.410336	12.67761	13.415369	11.960533	10.437996	5.424133	33.722751	4.397354	1.770607	2.517541	3.494383	1.748716	2.994606	1.825826	0.815796	8.830796	5.814778	10.210014	6.003008	8.424748	18.260923	1.572808	7.78523	12.334659
"hsa-miR-584-3p"	0.178916	0.203326	0.158362	0.514029	0.306911	0	0.191582	0	0.151278	0	0	1.017332	0.156576	0	0.332971	0.160708	0	0	0	0	0.617997	0	0	3.53036	0	0.401461	0.319067	1.053837	0	0.221326	1.101423	0.30386	0.582905	0	0.331968	0	0.2007	0	0.537369	0	0.290509	0	0	0	0
"hsa-miR-584-5p"	30.594701	45.74837	17.736503	70.730352	40.819133	36.886935	69.161156	10.909691	23.145566	14.972007	53.411171	218.726277	48.538643	37.632803	88.903214	138.048406	27.019192	5.24403	68.553111	33.822634	89.197703	25.860606	24.320311	217.470199	24.775388	46.16807	23.929995	273.294781	57.859936	22.353912	135.160481	51.124337	37.888834	43.306608	47.803456	37.798528	40.742076	29.579523	46.21375	19.373341	49.967464	52.068309	30.669744	51.693925	43.297169
"hsa-miR-585-3p"	0.178916	0	0	0.102806	0	0	0	0.103902	0.453834	0.14972	0	0	0.156576	0	1.331884	0	0.270192	0.690004	0.531419	0	0	0.20047	0	0	0	0.401461	0.319067	0.702558	0	0	0.157346	0.227895	2.33162	0	0	0	0	0	0	0.272864	0	0	0	0	0.503456
"hsa-miR-585-5p"	0	0	0	0	0.306911	0.127196	0	0.207804	0.151278	0	0	0.254333	0	0	0	0	0	0.414003	0.17714	0	0	0	0	0	0	0	0	0.702557	0	0	0.157346	0	0.728632	0	0	0	0	0	0	0.272864	0	0	0	0	0
"hsa-miR-588"	0	0	0	0	0	0	0	0	0	0	0	0	0.156576	0	0	0	0.270192	0	0	0	0	0	0	0	0	0	0	0.351279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.393202	0	0
"hsa-miR-589-3p"	1.252414	2.236587	1.108532	1.130863	0.920733	0.763178	0.766328	1.454625	1.210225	1.197761	2.721589	1.525998	0.782881	0.887566	0.998913	1.446375	2.161536	0.414002	1.062838	0.465449	1.029996	1.603759	1.293634	2.118216	2.135809	2.007307	2.552534	1.756394	2.082957	0.663978	0.944078	0.911578	0.145726	0.691063	0.497952	1.631591	1.4049	1.011265	1.074738	1.36432	1.743052	0.246769	1.179606	1.245637	2.013822
"hsa-miR-589-5p"	42.761015	42.901805	18.36995	81.42215	43.888241	24.930481	29.695232	33.248584	31.163312	22.008852	95.935988	53.155572	21.294372	36.212698	68.591992	60.265602	36.205716	11.040063	71.387348	38.632276	43.671856	49.716516	48.640624	98.850091	34.813691	104.379984	61.260786	87.117103	61.100094	89.19432	57.903442	20.282612	33.808498	28.794287	40.002197	33.447617	47.164473	59.917495	37.615843	50.479831	37.475598	42.691078	119.140162	38.61474	63.938844
"hsa-miR-590-3p"	2.862661	5.489805	1.90034	4.523452	12.583341	1.653552	1.724238	3.220957	3.479399	2.54524	3.742184	4.069327	1.722339	6.567989	9.323183	5.946206	7.295182	2.346015	4.251356	4.80964	2.677991	3.407987	3.10472	2.118216	7.261752	27.299379	4.147867	9.835802	4.397356	5.754472	5.664467	3.342453	4.080335	2.303542	3.1537	2.719318	7.827296	3.53943	4.298953	5.730144	8.134239	8.636924	10.223248	5.293957	6.544921
"hsa-miR-590-5p"	5.90424	16.062761	6.80955	9.86935	25.473595	5.215049	4.406389	10.494085	13.917596	6.288243	14.628538	16.78597	7.045931	16.153704	13.318834	13.660202	21.615353	5.934034	5.845614	12.722274	8.651971	11.22631	10.866522	16.239658	15.164246	30.511071	9.891065	37.586814	11.803428	10.18099	8.811392	7.444555	5.829052	10.135589	6.971337	14.684321	12.644093	17.69715	15.583706	10.914558	12.491867	19.988308	14.548469	13.390596	29.9556
"hsa-miR-592"	1.431331	5.896456	1.583616	8.121653	1.227643	0.508785	2.107403	140.786974	125.863478	0.7486	10.886354	9.66465	7.828813	1.420105	1.664854	6.42833	52.687424	10.074058	1.062839	6.050838	19.363935	4.410337	1.034907	192.757677	1.708648	0.802922	21.058395	2.810229	37.956118	13.500877	8.4967	0.835613	4.080336	0.691063	2.157794	8.70182	2.609099	6.573227	2.149477	1.36432	8.424747	4.441846	1.179606	18.061732	17.117486
"hsa-miR-597-3p"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.351279	0	0	0	0	0	0	0.331968	0	0	0	0	0	0.290509	0	0	0	0
"hsa-miR-597-5p"	0	0	0.158362	0	0	0	0	0.103902	0	0	0	0	0	0	0	0	0	0.138001	0	0	0	0	0	0	0	0	0	0	0.23144	0	0	0	0.145726	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-miR-598-3p"	21.291049	20.332609	25.021137	138.376532	17.493915	16.28113	14.368661	38.235872	53.401212	21.409971	9.865758	37.641267	45.407118	13.491005	21.643105	61.872684	54.848959	21.528121	34.365127	15.51497	33.989887	54.928732	37.256648	26.124666	37.163082	35.328611	46.264655	5.971738	68.969044	14.607506	15.734632	12.458233	34.974309	79.472231	40.002198	33.447617	12.242693	74.833666	17.195814	40.111002	12.491867	26.157539	63.698701	13.702003	12.334658
"hsa-miR-598-5p"	0	0	0	0.411222	0	0	0	0	0.302556	0	0	0	0	0	0	0	0.270192	0	0.17714	0	0	0	0	0	0	0	0	0	0.23144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-miR-599"	0	0	0.158362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-miR-603"	0.178916	0	0.158362	0	0	0	0	0	0	0	0	0	0	0.177513	0	0	0	0	0	0.15515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.246769	0	0	0
"hsa-miR-605-5p"	0	0.406652	0.316723	0.308417	0.306911	0.127196	0.383164	0	0.302556	0	0	1.017332	0.313152	0.177513	0	0.160708	0	0.138001	0.53142	0	0.205999	0.20047	0	0	0.213581	0	0.319067	0	0.23144	0.221326	0	0	0.145726	0	0.165984	0.815796	0	0	0	0.545728	0.581017	0	0	0	0.251728
"hsa-miR-607"	0	0.203326	0	0	0	0	0	0	0	0	0	0	0	0.355026	0	0	0	0	0	0.15515	0	0	0.258727	0.706072	0	0	0	0.351279	0	0	0	0	0.145726	0.230354	0	0	0	0	0	0	0	0	0	1.245636	0
"hsa-miR-609"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.351279	0	0	0	0	0	0	0	0.543864	0	0	0	0	0	0	0	0	0
"hsa-miR-612"	0	0	0	0	0	0	0	0	0.151278	0	0	0	0	0	0	0	0	0	0	0.15515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-miR-6125"	0	0.406652	0	0.102806	0.306911	0.127196	0.191582	0	0.151278	0	0.340199	0	0.156576	0	0.665942	0.321416	0.540384	0	0.17714	0.15515	0.411998	0	0.258727	0.706072	0	0	0	0	0.23144	0.442652	0	0.075965	0.291452	0	0	0	0.2007	0.758448	0	0.545728	0	0.493538	0	0	0
"hsa-miR-615-3p"	0	0	0.158362	10.691798	0	0.381589	0.191582	0.103902	0.453834	0.7486	0	0.254333	1.25261	0	0	5.303373	6.214414	0.276002	0.35428	0	2.265991	0	0	0	1.067905	1.204384	0	7.72813	0	0	0.157346	0	0.291452	0	0.497952	0	0	0	0	0	0	0	0	0	10.572564
"hsa-miR-615-5p"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.205999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.251728
"hsa-miR-616-3p"	0.715665	1.829934	0.633447	0.925252	0.920733	0.254392	0	0.415607	0.756391	0.44916	2.721588	1.525998	0.626305	2.485185	0.998913	0.642833	1.080768	0.414003	1.239979	2.947844	2.059993	0.801879	0.517453	0	0.854324	1.605845	2.233466	0.702558	1.157199	1.10663	1.573462	0.45579	1.16581	1.151771	0.331968	0.543864	4.013998	1.769715	3.224215	0.545728	4.357628	3.208	5.898027	3.73691	1.510366
"hsa-miR-616-5p"	0.894582	5.083153	1.266894	2.467337	3.68293	0.254393	0.383164	0.623411	1.058947	1.4972	4.422581	1.271665	1.409186	3.017725	0.665942	3.856999	7.565374	1.104007	2.657097	3.258144	2.88399	3.808927	3.880901	4.236432	3.417295	2.408769	3.828799	2.107672	3.703036	6.41845	2.045502	0.531755	1.020084	5.067794	0.663936	1.087728	5.418897	2.275347	6.448431	3.547232	6.10068	4.935385	16.514479	8.408048	4.027644
"hsa-miR-618"	0.178916	5.489804	0.633446	0.411223	7.67277	0.381589	0.766328	3.844368	0.605112	0	1.360794	1.780331	0.626305	5.325396	1.664855	1.767791	0.540384	0.138001	0.35428	3.568443	0	0.40094	0.77618	4.236432	2.135809	2.007307	5.105065	3.512787	0.23144	0	0.472039	0.759648	0.291452	0.460708	0.331968	0.543864	5.820297	5.056329	3.224215	1.091456	3.776611	3.45477	0.393202	3.736911	0.755183
"hsa-miR-622"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-miR-624-3p"	0	0	0	0	0	0.127196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.221326	0	0	0.145726	0	0	0	0.2007	0	0	0	0	0	0	0	0
"hsa-miR-624-5p"	0.894581	3.04989	1.108531	0.514028	4.603661	0.508785	1.915821	0.831215	0.756391	0.59888	1.360796	0.508666	2.035492	6.390476	2.663767	0.642833	0.810576	0.552004	1.594259	3.568444	2.059994	0.80188	1.55236	2.118216	0.854324	2.408768	0.957201	2.81023	0.46288	1.327956	1.25877	0.379825	1.311537	1.61248	0.829921	0.815796	4.214698	2.022531	4.298954	0.545728	2.614578	4.195077	0.786404	1.557045	2.517276
"hsa-miR-625-3p"	31.847115	34.972087	39.74877	26.935104	28.542702	148.056528	31.036308	41.041221	48.106472	175.022767	53.75137	128.94677	67.954097	29.289684	115.873855	38.248569	51.336465	18.078102	55.621904	18.307663	78.48574	49.516046	44.242268	49.425046	99.528712	508.250231	38.607059	413.454956	76.606557	44.26517	31.15457	31.297515	55.813168	61.043886	18.258263	25.289662	22.478387	45.001325	24.181613	144.617895	33.698989	43.431385	24.378516	10.587913	324.728776
"hsa-miR-625-5p"	0.715665	1.423282	0.475085	1.43928	0.920733	1.017571	1.149492	0.831215	0.90767	1.79664	1.700994	3.560661	1.878914	0.887565	2.663767	1.285667	0.270192	0.552004	2.125679	0.930898	1.029997	0.801879	1.55236	0.706072	1.281486	10.839459	1.914399	5.620459	2.314397	2.213259	0.944078	0.607719	0.728631	1.61248	0.82992	0.815796	1.2042	1.516897	0.537369	3.547232	0.581018	2.467692	3.538817	0.622818	6.54492
